"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status","predecessor_requirement_id","atomicity_review","modality_resolution"
"REQ-012.10","REQ-012","Part 1","TARGET COUNTRIES","L339; L355","Primary launch markets include: || Other selected European countries","7a026592edd354b5fbf15089f4be31d9558f56cfb9e9b95af9a8460c7d0a0fad","Selected European countries are eligible as primary launch markets, subject to an owner-approved country list.","MUST","Functional","V1","CBR","Shared","ODR-003","PASS when an automated positive-path test linked to REQ-012.10 demonstrates “Selected European countries are eligible as primary launch markets, subject to an owner-approved country list” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.11","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-012.11","REQ-012","Part 1","TARGET COUNTRIES","L339; L359","Primary launch markets include: || United Arab Emirates","c8194b9ad21c28755f772ff666b77c98111c80610f0c30f0271202cc3f1fb5c3","The United Arab Emirates is a primary launch market.","MUST","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-012.11 demonstrates “The United Arab Emirates is a primary launch market” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.13","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-012.12","REQ-012","Part 1","TARGET COUNTRIES","L339; L343","Primary launch markets include: || United Kingdom","ec5d6ff73d1fad97caba3f1a1ee1325f624b267c293e141f1103429150aa3789","The United Kingdom is a primary launch market.","MUST","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-012.12 demonstrates “The United Kingdom is a primary launch market” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.05","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-012.13","REQ-012","Part 1","TARGET COUNTRIES","L339; L341","Primary launch markets include: || United States","684e3683d035f4f81b1fdd5cc4119c118d6ca6a04bd94f7d4e52a5de44427d77","The United States is a primary launch market.","MUST","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-012.13 demonstrates “The United States is a primary launch market” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-012.14","REQ-012","Part 1","TARGET COUNTRIES","L367","The initial public launch should not target Pakistan, India, Bangladesh, or China.","9b31a5f3909a293b3d3581788aba7afcc5a52b8bb4f73ad3efc3c0efa7baecf7","The initial public launch does not target Bangladesh.","SHOULD","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-012.14 demonstrates “The initial public launch does not target Bangladesh” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.19","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-012.15","REQ-012","Part 1","TARGET COUNTRIES","L367","The initial public launch should not target Pakistan, India, Bangladesh, or China.","9b31a5f3909a293b3d3581788aba7afcc5a52b8bb4f73ad3efc3c0efa7baecf7","The initial public launch does not target China.","SHOULD","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-012.15 demonstrates “The initial public launch does not target China” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.20","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-012.16","REQ-012","Part 1","TARGET COUNTRIES","L367","The initial public launch should not target Pakistan, India, Bangladesh, or China.","9b31a5f3909a293b3d3581788aba7afcc5a52b8bb4f73ad3efc3c0efa7baecf7","The initial public launch does not target India.","SHOULD","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-012.16 demonstrates “The initial public launch does not target India” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.18","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-012.17","REQ-012","Part 1","TARGET COUNTRIES","L367","The initial public launch should not target Pakistan, India, Bangladesh, or China.","9b31a5f3909a293b3d3581788aba7afcc5a52b8bb4f73ad3efc3c0efa7baecf7","The initial public launch does not target Pakistan.","SHOULD","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-012.17 demonstrates “The initial public launch does not target Pakistan” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.17","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-012.18","REQ-012","Part 1","TARGET COUNTRIES","L369","The platform architecture should still be capable of supporting additional countries in the future if the business expands.","9df393d613a9b2da1832f86156467dabda3852ce1588449f9c15af4e62d6eec0","The platform architecture can support additional countries in future expansions.","SHOULD","Non-functional","Future","FRR","Architecture","None directly identified","PASS when EP-P0-02; EP-P0-04 defines an owner-approved measurable standard for “The platform architecture can support additional countries in future expansions” and recorded review or measurement evidence for REQ-012.18 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-02; EP-P0-04","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-003.21","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-013.01","REQ-013","Part 1","PLATFORM LANGUAGE","L373–L377","PLATFORM LANGUAGE / The website language must be: / English only.","8b9e678af1b5706c872cd628b2d780f2420c2da06463ca532dcf47d50858a91c","Version 1 website language is English only.","MUST","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-013.01 demonstrates “Version 1 website language is English only” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-004.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-013.02","REQ-013","Part 1","PLATFORM LANGUAGE","L379; L393","Every UI element must be English. || Every button.","18729132b5c09cf75a98f698a9da75e11f3fabfbea5f6ad43c0db1fd111c4ac4","Every button is English.","MUST","Functional","V1","CBR","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “Every button is English” in every applicable responsive and interaction state for REQ-013.02; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-004.09","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-013.03","REQ-013","Part 1","PLATFORM LANGUAGE","L379; L391","Every UI element must be English. || Every dashboard.","56e2455347f0b30ab65a391cadb571774c42b42f467d38918e26441c7e206eff","Every dashboard is English.","MUST","Functional","V1","CBR","Frontend handoff","None directly identified","PASS when the approved screen/component specification and an automated UI test demonstrate “Every dashboard is English” in every applicable responsive and interaction state for REQ-013.03; FAIL if the behavior is absent, mislabeled, keyboard-inaccessible, or visible in a prohibited state.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Approved screen/component specification plus responsive, keyboard, accessibility, and state-test evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-004.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-013.04","REQ-013","Part 1","PLATFORM LANGUAGE","L379; L381","Every UI element must be English. || Every email.","147676c5075e13a7cbc0f6d8dea5d4630bbceba316b510818aaa927936339a80","Every email is English.","MUST","Functional","V1","CBR","Backend","None directly identified","PASS when an automated positive-path test linked to REQ-013.04 demonstrates “Every email is English” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-004.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-013.05","REQ-013","Part 1","PLATFORM LANGUAGE","L379; L395","Every UI element must be English. || Every error message.","c320c12700fd48085eae4d3d5db8f234a65e84485f0429e6413be6bf23d6b446","Every error message is English.","MUST","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-013.05 demonstrates “Every error message is English” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-004.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
