"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status"
"REQ-033.01","REQ-033","Part 3","Security Architecture","L1447–L1451","SECURITY / Security is a core requirement. / The AI must propose a comprehensive security architecture that includes:","a3766e6c1d5b550b1679f13400e989a6e92e424d41c73eab3f56fdc5346a5b8f","A comprehensive security architecture is proposed before implementation.","MUST","Documentation","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “A comprehensive security architecture is proposed before implementation.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-033.02","REQ-033","Part 3","Security Architecture","L1451; L1453","The AI must propose a comprehensive security architecture that includes: || Secure authentication","e3a3513ebc77fac61e25ea9f69e810fa436e5d57f85d8b974d8cf948c49de55d","The security architecture covers secure authentication.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers secure authentication.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.03","REQ-033","Part 3","Security Architecture","L1451; L1455","The AI must propose a comprehensive security architecture that includes: || Session management","c276bc4bdb1fb21dcef4152485448700a15f23ab716b01420e63ece377210428","The security architecture covers session management.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers session management.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.04","REQ-033","Part 3","Security Architecture","L1451; L1457","The AI must propose a comprehensive security architecture that includes: || CSRF protection","f9ccd8a6ffefc9fbd3d2b80fb22653eb0707c598c3370c69f4e77ce549fe7ed8","The security architecture covers CSRF protection.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers CSRF protection.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.05","REQ-033","Part 3","Security Architecture","L1451; L1459","The AI must propose a comprehensive security architecture that includes: || XSS protection","ec99aeaeb15b8f523b38278826d7d5e01216b5bcc1ceaae22d01dd6ff3b86294","The security architecture covers XSS protection.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers XSS protection.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.06","REQ-033","Part 3","Security Architecture","L1451; L1461","The AI must propose a comprehensive security architecture that includes: || SQL injection prevention","5cb5579388a74e8e9400fd6880eb88d7cf096169825c7033bcf5f05d65e6c249","The security architecture covers SQL-injection prevention.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers SQL-injection prevention.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.07","REQ-033","Part 3","Security Architecture","L1451; L1463","The AI must propose a comprehensive security architecture that includes: || Secure password hashing","53c42e39e06a3536fa350605ebcf57d7910b2c3e81d2d3e9d1b2ac24ff5949d4","The security architecture covers secure password hashing.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers secure password hashing.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.08","REQ-033","Part 3","Security Architecture","L1451; L1465","The AI must propose a comprehensive security architecture that includes: || Rate limiting","38962977fe57a6576780a99d176fc3fc8e132695d6208420c098678aa24341b5","The security architecture covers rate limiting.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers rate limiting.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.09","REQ-033","Part 3","Security Architecture","L1451; L1467","The AI must propose a comprehensive security architecture that includes: || Brute-force protection","9e2047c18e0710400ed12c62870cc0d0d76d78b7d6462bff37b93821f3b8aedf","The security architecture covers brute-force protection.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers brute-force protection.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.10","REQ-033","Part 3","Security Architecture","L1451; L1469","The AI must propose a comprehensive security architecture that includes: || Input validation","e5f61b6b3d7ab51a4ab6904515c3aa8517b28d0f90908b45ebabf1c4592d029b","The security architecture covers input validation.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers input validation.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.11","REQ-033","Part 3","Security Architecture","L1451; L1471","The AI must propose a comprehensive security architecture that includes: || Output encoding","e364a36963ccf701310524041e166819045230ba1010f2c8db96a477c9137897","The security architecture covers output encoding.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers output encoding.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.12","REQ-033","Part 3","Security Architecture","L1451; L1473","The AI must propose a comprehensive security architecture that includes: || Secure file handling","ae4332a2d767f9bc0b437b2c416832ea93ad2972a1fb1314079fed2f32b70756","The security architecture covers secure file handling.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers secure file handling.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-033.13","REQ-033","Part 3","Security Architecture","L1451; L1475","The AI must propose a comprehensive security architecture that includes: || Secure API design","7a7ae0fce1f77360cc4ab0ae255b950cfe73d5cae638f203993da502eb73181d","The security architecture covers secure API design.","MUST","Security","Pre-implementation deliverable","CD","Security/Backend","None stated by the Constitution","Security review and negative-path tests confirm this statement: “The security architecture covers secure API design.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
